d [mm],f [GHz],pPDn [W/m2],pPDtot [W/m2],psPDn_1 [W/m2],psPDtot_1 [W/m2],psPDn_4 [W/m2],psPDtot_4 [W/m2],pDeltaT * 100 [°C]
129,19,14.0,14.0,6.0,6.883906759391059,3.0,3.6964679899736965,1.1830234399365085
60,78,41.0,44.0,19.0,25.8587890315063,9.0,14.281676723910458,58.756494084359275
113,70,39.0,37.0,5.0,5.452878783659438,1.0,1.3084904296221358,1.791680896473503
47,80,39.0,41.0,21.0,28.136616894744925,9.0,14.343529659370109,20.552221105265033
61,78,0.0,0.0,0.0,0.39894398984983814,0.0,0.35836543223875417,4.0310400315236645
44,64,96.0,98.0,23.0,26.57574315195825,7.0,9.382747762761834,10.421744929592824
147,20,0.0,0.0,0.0,0.07333773380322306,0.0,0.06935854966362931,0.04329275559513942
9,51,256.0,260.0,40.0,69.27904468971151,13.0,29.249033288421188,72.6434744318595
6,48,293.0,294.0,40.0,63.79140614303647,13.0,26.758355842688644,95.51389872063298
141,86,7.0,6.0,0.0,0.1690538443534617,0.0,0.11046875767111608,0.3702449814134294
145,46,0.0,0.0,0.0,0.043863199703245925,0.0,0.03601249187949951,0.2716246077779096
23,67,77.0,80.0,29.0,38.2562965624295,10.0,16.32465524347986,38.198300010616336
98,33,0.0,0.0,8.0,9.759791495832234,5.0,6.575221023365431,10.124595485274622
138,65,0.0,0.0,0.0,0.18492963157740006,0.0,0.13270569262760956,0.4663864526683356
93,71,11.0,11.0,4.0,5.127374970746807,3.0,3.923859006447287,2.557365743775872
124,48,9.0,9.0,4.0,4.470094559188441,1.0,1.2892984943184551,0.28603810908855526
60,29,0.0,0.0,2.0,3.0699616317438694,2.0,2.9819781279058533,6.821465184058723
108,15,0.0,0.0,8.0,10.270293223675784,5.0,7.089339293413747,6.173719441969963
69,15,116.0,121.0,22.0,24.42182697240519,8.0,9.614347861081324,16.852318606375793
71,24,98.0,106.0,34.0,41.8821410930882,11.0,16.117763942444455,29.950342467215293
12,70,305.0,301.0,36.0,41.50583548524662,10.0,13.227639906818485,58.169877248178324
80,62,75.0,76.0,22.0,24.771273165101466,8.0,9.827705595401735,5.77651584260785
19,74,217.0,227.0,31.0,39.257940951279295,10.0,15.363543009565923,51.14436678971348
27,72,122.0,135.0,29.0,36.5590824097978,10.0,15.1320319935629,36.15057196741868
132,45,6.0,5.0,6.0,6.829414254536379,2.0,2.67688258824093,4.674707693231105
64,40,82.0,84.0,23.0,26.43997656165463,9.0,11.310739712985804,8.40468670508074
75,18,0.0,0.0,3.0,4.43226789609011,2.0,3.405561715123453,4.531365238278462
134,76,0.0,0.0,0.0,0.04580268861517234,0.0,0.03410943944984979,0.30574910265940053
53,47,72.0,75.0,18.0,22.935588508798617,8.0,11.591053444114731,21.95012238692277
3,84,301.0,302.0,40.0,64.33168886208642,13.0,26.617895621849403,107.07786882072193
5,36,315.0,315.0,40.0,61.581185559183936,13.0,24.424808175274,91.41008048659356
87,24,0.0,0.0,1.0,2.215129187398536,1.0,2.2520734451552986,1.0533471444300293
88,50,0.0,0.0,0.0,0.8621614116412863,1.0,1.8172740336608046,2.407052538236503
39,54,30.0,31.0,26.0,36.62666708905866,10.0,17.68186913012068,18.554764126494263
110,89,40.0,38.0,2.0,2.1652067872200114,0.0,0.08964735454848283,0.8315384568585842
67,11,12.0,12.0,11.0,14.095563173453131,7.0,9.706499548878655,12.185450537613296
126,51,18.0,20.0,7.0,8.039379607942177,5.0,5.761020177162172,1.4586369303640097
46,70,98.0,96.0,26.0,30.31267896520822,9.0,12.011161623099959,15.15864781882824
127,73,0.0,0.0,0.0,0.737081327953059,0.0,0.886319818409953,3.7040859789852028
47,63,13.0,14.0,6.0,7.901701652679934,4.0,5.72015157689127,24.13737969994966
103,26,12.0,11.0,8.0,9.203577007030091,4.0,4.931570848102754,0.8870020368513689
29,30,220.0,233.0,35.0,49.2633315354704,11.0,19.309492663557222,22.16990403762843
91,87,82.0,84.0,15.0,16.411591539646423,6.0,6.805385996725612,5.346120203296595
56,84,35.0,33.0,11.0,13.120613147050166,5.0,6.5935342139655155,9.61116191754037
58,42,16.0,16.0,10.0,13.522815025119492,6.0,8.920854290592512,11.138540387337773
116,64,7.0,7.0,4.0,5.033200244320089,2.0,2.8658718172219726,4.110011891203882
24,30,16.0,16.0,14.0,20.53465263390193,8.0,13.290178539049066,22.222247524716266
48,43,61.0,59.0,13.0,14.363838014990497,5.0,5.931432871155961,3.898330658421321
77,76,95.0,89.0,24.0,26.41298659309881,8.0,9.594516062196307,32.2085595513621
71,33,30.0,30.0,17.0,19.190176670288768,8.0,9.56817972071997,4.091145551103283
105,41,0.0,0.0,4.0,6.244361254352879,3.0,5.007995708072152,4.673265762437408
67,74,4.0,4.0,6.0,7.608256470698111,3.0,4.473892215623536,12.197578775336298
34,25,275.0,271.0,36.0,41.451058472367876,10.0,13.273952472696342,23.138056384303557
70,62,85.0,86.0,20.0,22.571055131856312,7.0,8.871447755238323,16.092901348702124
120,64,58.0,59.0,15.0,16.749926592708608,7.0,8.142950519934669,3.3713558680145286
63,45,261.0,259.0,25.0,26.696875212383354,8.0,8.963308232569247,4.953925551509536
103,51,0.0,0.0,0.0,0.5429941716797639,0.0,0.5918654382355264,1.2755449256480462
22,22,33.0,35.0,22.0,30.973727342048342,10.0,17.05384072730986,47.582050663822244
74,62,229.0,228.0,33.0,38.651124967874026,10.0,13.492372162416611,30.098512233026902
120,35,24.0,21.0,17.0,18.412480703453543,7.0,8.052448823756437,2.043647289494813
83,54,4.0,5.0,1.0,1.5529959913962876,1.0,1.468418171128275,2.461348329287218
51,19,13.0,15.0,14.0,19.825135765419116,8.0,12.699820227041752,3.604328483874528
103,27,18.0,17.0,17.0,20.95109274522436,8.0,11.241807960632043,6.7493193606164
10,67,315.0,315.0,40.0,70.05892127982027,13.0,29.23285246091718,106.77834214179661
99,78,47.0,46.0,10.0,11.173673148012607,5.0,5.812778215031727,5.493200253587437
88,47,3.0,2.0,5.0,5.858214375197741,2.0,2.6878925680605397,1.2914742708434188
117,40,13.0,14.0,1.0,1.4066535888464387,1.0,1.2920895450458252,1.5144205944661269
101,36,0.0,0.0,0.0,0.5524347316342473,0.0,0.5759715156215492,1.1008032180561265
132,63,0.0,0.0,2.0,2.426966036085628,1.0,1.3413462722013403,1.0080484239791665
128,14,0.0,0.0,1.0,1.372237035827915,1.0,1.2949799916743172,1.8497939737084654
100,75,231.0,223.0,35.0,38.424939636563266,10.0,12.086613564612765,4.61756977832778
143,35,0.0,0.0,0.0,0.18479844282801072,0.0,0.17485888009517003,0.28319359956734175
150,72,0.0,0.0,0.0,0.03105794741717194,0.0,0.02239208810734472,0.04832233560434603
128,71,0.0,0.0,0.0,0.31152689427074143,0.0,0.38589305518354533,1.2874448130189897
